time_rel,desired_ee_0,desired_ee_1,desired_ee_2,desired_ee_3,desired_ee_4,desired_ee_5,actual_ee_0,actual_ee_1,actual_ee_2,actual_ee_3,actual_ee_4,actual_ee_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_q_6,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_qd_6
2.9159982659621164e-06,0.4730842773524093,-0.013271995675908432,0.3993642756509252,-2.8400561486336944,1.1735881077087278,-0.11897175648019735,0.4730837345123291,-0.013271087780594826,0.3993648886680603,-2.840063863375222,1.173574120978055,-0.11897603744067023,-0.30994245409965515,-0.20936892926692963,0.27411097288131714,-2.4070518016815186,0.12284661084413528,2.297335386276245,0.6674366593360901,8.740061457501724e-05,-0.00013245578156784177,-1.322912794421427e-05,-4.58323338534683e-05,-5.44239446753636e-05,0.00026332345441915095,0.0013588267611339688
0.012673545999859925,0.47285308441777085,-0.013287556286224389,0.3994200318225132,-2.840118878261111,1.1736206830441491,-0.119004506552826,0.4730832576751709,-0.013272014446556568,0.3993641436100006,-2.8400616491987285,1.1735807778121157,-0.11897363363070723,-0.30994197726249695,-0.20936506986618042,0.2741093039512634,-2.4070537090301514,0.12284474819898605,2.297334671020508,0.6674312353134155,9.702765237307176e-05,0.0008668555528856814,-0.0005347834667190909,-0.00039019802352413535,0.0003951409598812461,0.00018498873396310955,-0.0004396500007715076
0.025557387998560444,0.4726180011392974,-0.013303378738990264,0.3994767262177486,-2.8401826630186555,1.1736538066540063,-0.11903780906664382,0.47308340668678284,-0.013272734358906746,0.39936351776123047,-2.8400568217263205,1.1735825988097905,-0.11897048965753655,-0.30994006991386414,-0.2093687206506729,0.2741076350212097,-2.4070465564727783,0.12284604460000992,2.2973361015319824,0.6674397587776184,0.0002754541055765003,-0.00011365453246980906,-0.0013404684141278267,0.0015261787921190262,-0.0005763218505308032,0.000377771066268906,0.0013838509330525994
0.035685111999555374,0.4724332069946729,-0.013315816444656613,0.39952129251927615,-2.8402328025987633,1.1736798445299745,-0.11906398844351161,0.4730832278728485,-0.013271291740238667,0.39936184883117676,-2.840060541859201,1.173582824204192,-0.11896614433481553,-0.3099434971809387,-0.20936988294124603,0.2741093039512634,-2.4070510864257812,0.1228441372513771,2.2973361015319824,0.6674333214759827,-0.0006685291882604361,-2.3696878997725435e-05,-0.0008205847698263824,0.0004097442142665386,4.210955376038328e-05,0.0002123635058524087,5.761883221566677e-05
0.04588214599971252,0.4722471481945336,-0.013328339268891482,0.3995661638143364,-2.8402832850380912,1.173706060674537,-0.11909034782943052,0.4730820655822754,-0.01327225286513567,0.39936283230781555,-2.8400633765494687,1.1735783017585224,-0.11897110750459645,-0.30994173884391785,-0.2093702256679535,0.2741076350212097,-2.407057523727417,0.12284519523382187,2.2973358631134033,0.66743403673172,-0.0002588672796264291,-0.0005992650403641164,-0.001265923143364489,-0.0038977577351033688,0.00011078661191277206,-5.723288995795883e-05,0.0008932698983699083
0.05561388399837597,0.47206957935488153,-0.013340290670098455,0.39960898760870456,-2.840331463679405,1.1737310806338357,-0.11911550521643681,0.4730803668498993,-0.013273246586322784,0.39935827255249023,-2.8400617293140917,1.1735876369718485,-0.11895413939610303,-0.30994752049446106,-0.2093723565340042,0.27410849928855896,-2.407059669494629,0.1228487491607666,2.2973320484161377,0.6674358248710632,-0.0013034907169640064,-0.0006221554358489811,-0.0002313197765033692,-0.0017567924223840237,4.8853438784135506e-05,0.0002533921506255865,0.0009267577552236617
0.06634910100001434,0.47187370067147927,-0.0133534744287907,0.3996562271383177,-2.8403846099238077,1.173758680583285,-0.11914325758291372,0.4730773866176605,-0.013274758122861385,0.3993578553199768,-2.8400601230990388,1.1735967898287307,-0.1189480816532032,-0.3099406063556671,-0.20937448740005493,0.2741105258464813,-2.407064437866211,0.12284785509109497,2.2973334789276123,0.6674383878707886,0.0012134215794503689,-0.0006211280124261975,0.0003671962476801127,0.001443664077669382,-0.00016725687601137906,0.00048175491974689066,0.0005450437311083078
0.07679134699901624,0.47168316764380636,-0.01336629839419679,0.39970217747066983,-2.8404363054788186,1.1737855273934168,-0.11917025347444549,0.4730760455131531,-0.013274080120027065,0.3993558883666992,-2.8400627929474687,1.1735914974814223,-0.11894503308695933,-0.30994468927383423,-0.20937876403331757,0.27410444617271423,-2.4070773124694824,0.12284757941961288,2.2973320484161377,0.6674328446388245,-0.00017240687157027423,-0.0002832837344612926,-0.0009396533714607358,-0.001651486847549677,-0.00013224621943663806,-0.00033296248875558376,-0.0011957228416576982
0.08686944699911692,0.4714992789567947,-0.013378675157373293,0.39974652540544625,-2.8404861980116256,1.1738114380671756,-0.11919630880134022,0.47307097911834717,-0.013273424468934536,0.39935141801834106,-2.840075642404178,1.1735921857611387,-0.11892704693267778,-0.3099425435066223,-0.20938634872436523,0.27410972118377686,-2.407089948654175,0.12284450232982635,2.2973275184631348,0.6674358248710632,0.0005955767119303346,-0.001019543968141079,0.00010396141442470253,0.00011632383393589407,-0.00014038363588042557,-0.0003785617009270936,0.0012736691860482097
0.09607417400002305,0.4713313261519525,-0.013389979344292794,0.3997870301268388,-2.8405317665974565,1.1738351033745817,-0.11922010688753983,0.47306591272354126,-0.013275021687150002,0.3993457853794098,-2.840071127696425,1.1736063967538968,-0.11890694820765398,-0.309944212436676,-0.20938585698604584,0.27410972118377686,-2.407104253768921,0.12284780293703079,2.297328472137451,0.6674298048019409,0.00014010023733135313,0.0007841071928851306,0.0002357431367272511,-2.728304752963595e-05,-3.729285890585743e-05,0.00027787723229266703,-0.0009629978449083865
0.10468015299920808,0.4711742983214493,-0.013400548217788175,0.3998249001018678,-2.8405743708394,1.1738572293600795,-0.11924235758601524,0.4730609655380249,-0.01327524520456791,0.39933934807777405,-2.8400829552297133,1.1736046172817618,-0.11889097457610277,-0.3099444508552551,-0.20939582586288452,0.27410778403282166,-2.407128095626831,0.1228444054722786,2.297328472137451,0.6674304008483887,-0.0006448238855227828,-0.001010689651593566,-5.587721898336895e-05,-0.0014605952892452478,-0.0007552037131972611,-6.675425538560376e-05,-0.0008958674734458327
0.11338881499978015,0.47101539689946526,-0.013411243194734641,0.3998632219258611,-2.8406174832170716,1.1738796193990515,-0.11926487438789177,0.47305113077163696,-0.013274145312607288,0.39932507276535034,-2.8400931094194624,1.173613812945887,-0.11883950758825801,-0.30994826555252075,-0.20939885079860687,0.27410972118377686,-2.4071571826934814,0.12284497171640396,2.297327756881714,0.6674358248710632,-0.0011704079806804657,0.0003439675783738494,-0.00012097084254492074,-7.732358790235594e-05,-3.131593985017389e-05,-0.00015947615611366928,0.0011189760407432914
0.12309341199943447,0.4708383232843765,-0.013423161264488554,0.39990592628826743,-2.840665525750012,1.1739045700603492,-0.11928996697479899,0.4730422794818878,-0.01327477302402258,0.39931318163871765,-2.84010315540285,1.1736210540915952,-0.11880378941114454,-0.3099432587623596,-0.20940501987934113,0.27410948276519775,-2.407193899154663,0.12285023927688599,2.297322988510132,0.6674327254295349,0.0006651779403910041,-0.0005558854318223894,0.0002511537168174982,-0.006308897864073515,0.0006891640950925648,-0.00024584511993452907,0.00019258192332927138
0.13168986399978166,0.47068146928696764,-0.013433718438019816,0.39994375434044155,-2.840708082210363,1.1739266717223082,-0.11931219494252548,0.4730251729488373,-0.013277425430715084,0.39929214119911194,-2.840120003631453,1.1736434307840498,-0.1187360649310927,-0.3099432587623596,-0.20942111313343048,0.274106502532959,-2.4072494506835938,0.12284890562295914,2.297323703765869,0.6674298048019409,0.0005645115161314607,-0.0007272501243278384,0.000358029268682003,-0.006715240888297558,0.00013156328350305557,-2.2756936232326552e-05,-0.0009018185082823038
0.14276116299879504,0.4704794583289079,-0.013447314933963063,0.3999924727740643,-2.840762890031859,1.1739551363487193,-0.11934082304860895,0.4730056822299957,-0.013278690166771412,0.3992711901664734,-2.840135976469254,1.1736649116225557,-0.11866996889389957,-0.3099432587623596,-0.20943613350391388,0.2741045653820038,-2.407313823699951,0.12284888327121735,2.297319173812866,0.6674347519874573,0.000274942081887275,-0.003107937052845955,-0.0002688449458219111,-0.00668602529913187,-0.00019718434487003833,0.00016969356511253864,0.0007643478456884623
0.1528232639993803,0.47029586156547454,-0.01345967204900866,0.4000367503064248,-2.8408127015944826,1.1739810063762237,-0.1193668424464371,0.47298094630241394,-0.013279594480991364,0.3992449939250946,-2.840162000540097,1.1736843974760784,-0.11858461704423573,-0.3099432587623596,-0.20946456491947174,0.2741014063358307,-2.4073920249938965,0.12284821271896362,2.297316551208496,0.667431116104126,0.00011820672079920769,-0.004054776858538389,-0.0007159083615988493,-0.008255759254097939,-0.00012388110917527229,0.0004130669985897839,-0.0007969983271323144
0.16327181099950394,0.47010521356743795,-0.013472503752579551,0.4000827283658671,-2.8408644259395466,1.174007870049068,-0.11939386202510797,0.47295570373535156,-0.0132820513099432,0.3992222249507904,-2.8401853628821705,1.173708445815738,-0.11851146037280628,-0.3099432587623596,-0.2094956338405609,0.274099737405777,-2.407473564147949,0.12284892052412033,2.2973079681396484,0.6674354672431946,0.00046992130228318274,-0.003143403446301818,-0.000865799083840102,-0.004364725202322006,0.007302288431674242,-0.0004322853055782616,0.0008671862306073308
0.17287749299975985,0.46992994479149197,-0.013484300346309,0.40012499746012353,-2.8409119775208596,1.1740325667496854,-0.11941870277294409,0.4729284644126892,-0.013282868079841137,0.3991956412792206,-2.8402121600376753,1.173730663924671,-0.11842509090574457,-0.3099457025527954,-0.209538996219635,0.2740980386734009,-2.4075820446014404,0.12284816801548004,2.2973034381866455,0.66743403673172,0.000363539787940681,-0.004715712741017342,-0.0014627004275098443,-0.012807577848434448,0.0002395266928942874,-0.0004543931863736361,0.0005290905246511102
